ID,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
/player/263522/jeremy-sarmiento/220069/,60,61,43,61,52,66,58,55,54,64,84,81,74,47,74,70,34,57,55,54,30,22,59,60,60,64,27,32,30,12,9,13,14,12
/player/227796/christian-pulisic/220069/,74,74,50,77,70,88,70,58,59,85,91,84,87,78,88,77,79,76,54,57,45,33,79,80,61,80,38,32,47,8,12,13,16,14
/player/227813/oleksandr-zinchenko/220069/,81,58,70,81,61,80,81,76,78,82,75,71,78,78,78,77,72,75,63,71,74,77,75,78,59,80,78,78,76,15,11,13,11,11
/player/201042/djibril-sidibe/220069/,77,60,69,76,42,75,77,70,73,76,71,76,70,76,69,69,80,86,76,68,76,74,73,69,43,75,73,76,73,10,16,9,12,7
/player/247124/gideon-mensah/220069/,71,53,62,68,56,71,66,49,61,71,77,74,71,68,77,65,73,71,57,53,77,64,66,54,46,63,60,70,71,8,14,8,11,7
/player/232097/amine-harit/220069/,65,64,44,74,63,82,67,54,70,78,79,74,86,74,75,54,48,72,42,60,46,29,69,73,68,64,44,44,27,15,13,10,13,6
/player/177358/morgan-schneiderlin/220069/,64,53,69,77,54,68,69,62,70,73,54,49,64,73,67,68,67,75,75,56,77,73,63,65,61,78,74,74,70,6,11,12,14,7
/player/191783/valon-berisha/220069/,63,61,42,72,64,75,70,66,70,74,79,65,82,74,71,73,80,85,71,72,81,57,73,76,69,78,66,58,54,6,14,15,15,13
/player/244970/yohann-magnin/220069/,38,50,62,75,42,69,58,35,69,74,69,69,71,67,56,54,70,68,57,42,59,65,56,64,52,68,65,73,72,14,8,6,13,5
/player/201955/massadio-haidara/220069/,68,43,68,67,37,70,52,58,57,73,75,79,70,73,73,79,81,82,77,45,74,68,56,53,55,70,69,73,72,10,13,14,8,16
/player/220793/davinson-sanchez/220069/,36,44,78,73,32,62,31,27,67,70,68,80,61,78,58,66,76,70,83,44,85,80,34,48,44,77,78,79,84,9,7,10,6,15
/player/211454/mohamed-elneny/220069/,64,57,61,77,39,68,69,56,76,75,57,55,65,74,62,78,69,83,68,69,73,75,63,69,62,75,74,74,72,7,15,15,12,6
/player/188988/manuel-lanzini/220069/,75,70,52,81,65,82,76,76,78,82,76,67,84,72,89,76,75,71,41,75,59,30,73,79,77,80,30,51,48,14,9,6,7,15
/player/231633/issa-diop/220069/,37,30,76,67,48,50,32,34,63,62,60,69,52,73,47,50,74,69,85,31,79,79,42,43,44,70,77,79,78,10,7,6,14,9
/player/201455/geoffrey-kondogbia/220069/,65,68,77,81,62,76,64,65,78,78,68,71,74,80,58,86,79,85,91,83,87,83,77,79,52,83,77,82,78,15,10,10,8,10
/player/258625/abdourahmane-barry/220069/,30,22,64,31,31,31,26,27,30,54,72,80,60,60,61,33,82,64,76,20,54,63,27,34,37,59,59,70,68,7,10,7,13,5
/player/238569/kingsley-schindler/220069/,69,63,48,61,53,67,56,41,58,68,82,82,73,65,74,69,78,68,73,56,38,50,67,65,65,58,52,56,49,7,6,6,9,13
/player/216282/raphael-framberger/220069/,61,41,54,64,40,50,38,40,51,63,77,82,68,69,73,42,62,64,58,38,65,67,52,48,39,56,70,72,71,13,15,11,8,9
/player/200212/michael-esser/220069/,10,8,25,39,9,15,14,17,35,17,32,48,30,70,28,50,67,37,82,19,40,30,6,48,23,53,20,15,16,73,71,66,70,74
/player/231612/romain-del-castillo/220069/,70,65,63,71,69,77,77,66,67,76,79,74,86,69,83,73,76,67,62,66,66,31,70,75,68,71,31,42,43,7,10,9,13,12
/player/186156/luke-ayling/220069/,69,52,67,73,49,74,41,36,63,72,63,69,68,74,61,67,76,84,74,62,66,75,67,59,38,74,75,80,78,9,11,11,9,8
/player/244288/adam-idah/220069/,38,69,66,49,62,64,49,30,37,63,71,83,65,63,54,73,66,62,78,61,70,23,71,48,63,61,18,17,11,12,13,9,10,6
/player/190456/nathaniel-clyne/220069/,76,54,67,75,45,71,64,39,66,73,71,67,74,71,72,73,69,54,60,67,76,74,65,72,46,74,73,73,74,10,11,13,15,7
/player/237386/kiernan-dewsbury-hall/220069/,59,59,52,76,50,76,65,59,74,77,67,63,68,70,69,66,62,78,66,68,70,68,72,77,58,70,63,67,60,12,15,9,10,7
/player/241202/patson-daka/220069/,51,82,67,68,73,74,65,35,61,76,89,94,89,77,74,76,89,76,67,71,63,17,80,53,75,69,18,24,16,8,6,9,5,11
/player/223061/franco-cervi/220069/,70,65,48,70,55,77,78,76,57,79,89,88,91,72,92,68,62,82,32,64,76,50,70,68,56,73,51,48,39,12,8,9,11,10
/player/234333/myziane-maolida/220069/,56,69,61,70,64,76,66,41,57,74,77,79,77,69,75,69,65,61,64,65,39,24,70,67,61,68,21,17,21,9,10,7,13,8
/player/228093/marcus-thuram/220069/,74,80,78,74,70,82,66,48,62,78,79,79,73,78,57,82,71,79,87,75,50,45,78,74,70,72,43,49,37,11,13,14,9,15
/player/223724/stefan-lainer/220069/,72,59,64,75,63,71,65,45,70,71,76,76,76,73,78,73,69,92,72,65,86,73,66,60,45,73,74,76,74,10,14,7,8,7
/player/238900/ermedin-demirovic/220069/,59,76,68,68,67,71,65,40,48,72,67,68,65,74,66,80,71,67,77,66,76,23,77,65,63,66,48,29,24,9,8,9,7,6
/player/260574/lorenz-assignon/220069/,65,33,57,68,31,71,58,41,51,68,77,77,74,63,76,58,64,68,59,47,57,60,52,50,48,53,62,69,68,11,13,15,8,8
/player/244187/arial-mendy/220069/,72,36,61,64,26,64,54,34,58,62,77,79,65,59,51,35,71,73,71,34,65,64,63,65,37,49,58,64,66,8,10,14,11,14
/player/252975/boubacar-traore/220069/,47,42,56,70,41,67,52,47,69,69,55,59,68,66,68,62,62,59,71,48,63,62,53,59,52,56,59,68,60,12,10,15,11,11
/player/265552/dango-ouattara/220069/,39,66,69,53,49,64,39,46,38,63,69,73,57,55,71,61,63,51,50,63,29,19,59,53,66,59,16,22,20,9,6,13,14,10
/player/262138/castello-lukeba/220069/,59,41,73,75,42,69,54,26,72,70,74,77,70,76,65,55,76,70,76,38,72,76,44,67,39,76,76,75,73,8,10,14,11,13
/player/199503/granit-xhaka/220069/,71,50,62,84,50,66,76,77,84,80,48,52,49,73,61,90,33,82,79,75,91,71,62,77,63,67,71,68,68,7,8,11,7,13
/player/234824/yoane-wissa/220069/,71,75,58,65,68,77,56,46,60,76,85,89,82,70,73,75,76,71,68,72,61,31,75,68,71,73,25,23,18,14,7,6,8,15
/player/199439/michael-gregoritsch/220069/,65,73,75,75,75,72,81,76,70,74,53,60,59,75,52,79,34,69,84,74,58,33,75,73,64,71,36,40,38,10,6,9,16,6
/player/183220/jan-moravek/220069/,72,66,58,77,74,73,64,67,73,74,40,34,72,68,72,70,33,34,66,74,64,62,71,73,69,69,53,58,55,8,13,6,12,8
/player/139062/willy-caballero/220069/,12,11,22,33,13,12,23,11,48,30,38,41,39,67,55,50,70,32,69,14,30,19,7,47,16,57,14,11,12,72,71,67,75,70
/player/202697/jack-stephens/220069/,47,36,75,70,34,67,55,58,67,70,52,54,63,71,57,55,67,68,78,42,72,75,47,56,42,64,76,78,72,13,10,11,13,10
/player/239439/przemyslaw-placheta/220069/,64,65,37,63,49,68,55,46,47,67,89,94,89,62,85,67,65,76,47,49,46,41,63,63,49,59,38,40,33,13,8,13,7,14
/player/239335/oscar-rodriguez-arnaiz/220069/,66,76,45,76,65,81,78,86,75,78,63,63,65,76,71,72,55,64,57,81,48,70,72,78,57,74,47,62,48,12,7,9,11,7
/player/234843/maxim-leitsch/220069/,59,29,69,67,30,60,44,35,61,64,84,85,59,73,61,56,65,69,72,35,66,75,44,40,39,69,74,77,74,12,14,14,7,12
/player/238476/dan-axel-zagadou/220069/,46,26,80,75,25,51,37,25,74,52,51,66,39,72,34,66,64,65,92,25,75,76,31,59,30,72,74,83,80,9,13,5,14,14
/player/169792/jay-rodriguez/220069/,68,75,76,69,76,73,69,39,66,74,65,69,69,75,64,78,78,68,73,76,45,44,75,70,78,77,48,30,21,12,12,16,14,9
/player/206516/will-hughes/220069/,76,67,58,80,50,77,67,62,76,78,67,50,71,75,68,60,49,72,58,62,70,65,72,80,66,79,69,71,69,7,15,12,9,12
/player/231443/ousmane-dembele/220069/,81,75,43,78,76,89,82,64,76,84,94,93,89,78,80,83,58,68,51,76,54,36,77,76,75,80,42,30,33,6,6,14,10,13
/player/189805/luuk-de-jong/220069/,66,79,92,79,83,67,63,69,62,79,48,52,54,75,57,83,88,71,84,70,54,40,83,69,67,76,39,43,37,16,10,8,8,11
/player/205600/samuel-umtiti/220069/,61,51,78,76,65,64,72,62,73,72,64,65,58,75,64,83,81,57,81,70,79,80,51,58,59,74,79,79,77,15,10,14,12,15
/player/189061/sascha-burchert/220069/,11,14,13,23,11,11,15,11,22,20,48,43,41,65,31,51,63,32,65,15,32,18,14,18,17,36,18,14,14,70,70,68,72,71
/player/244706/kevin-behrens/220069/,44,73,79,58,61,64,53,33,44,64,70,76,66,71,67,77,91,82,82,61,74,24,73,54,67,64,27,20,19,12,7,6,11,7
/player/202429/danny-da-costa/220069/,69,51,71,64,54,70,66,49,64,68,76,71,65,70,66,68,81,84,80,55,79,71,70,68,40,65,68,75,74,15,15,12,6,6
/player/211591/moussa-dembele/220069/,50,82,82,72,76,73,69,58,48,75,71,77,67,78,63,80,84,75,83,65,73,22,83,69,78,76,39,14,16,7,13,11,10,8
/player/179789/damien-da-silva/220069/,49,25,78,67,36,42,38,31,66,63,40,46,49,73,57,57,81,58,79,41,80,76,39,40,43,72,76,77,76,6,8,12,16,11
/player/257946/alidu-seidu/220069/,64,26,53,59,24,62,28,29,48,64,71,55,64,65,71,29,68,48,46,27,57,61,49,46,31,60,68,71,70,11,9,11,14,7
/player/211398/marc-aurele-caillard/220069/,13,9,13,32,8,11,15,7,27,24,48,39,34,62,45,50,54,33,80,13,25,15,7,14,18,53,8,15,9,73,67,66,72,72
/player/248053/santiago-arzamendia/220069/,69,51,40,68,37,64,56,60,69,70,74,75,73,60,80,65,55,69,55,71,70,60,47,35,45,51,69,73,72,14,7,6,9,11
/player/210489/louis-schaub/220069/,67,69,55,75,60,77,68,62,71,79,64,53,84,65,79,65,71,73,65,66,62,38,68,74,65,70,45,36,39,15,7,14,11,14
/player/203042/jack-butland/220069/,11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,50,76,40,79,13,40,25,16,40,42,62,23,13,11,73,68,66,74,75
/player/234728/laszlo-benes/220069/,78,64,38,79,75,74,78,77,77,77,67,60,76,73,77,78,59,70,59,76,52,49,66,77,63,60,40,54,50,12,10,9,9,9
/player/244068/keven-schlotterbeck/220069/,25,23,72,65,21,49,29,32,59,57,53,75,54,70,55,33,62,64,79,26,66,71,24,58,39,68,73,78,70,13,14,11,10,8
/player/234889/fredrik-jensen/220069/,68,68,56,72,70,75,61,40,63,75,68,64,69,67,67,75,69,66,74,66,64,41,69,70,48,72,49,57,56,5,11,6,6,7
/player/224263/jonjoe-kenny/220069/,69,30,64,70,51,68,61,49,67,72,75,68,68,75,73,74,74,78,63,62,78,74,64,55,53,65,68,74,75,6,13,16,13,15
/player/247649/jarrad-branthwaite/220069/,30,28,70,68,27,37,24,21,52,62,58,67,44,61,50,46,73,57,69,25,64,67,25,27,32,56,62,72,67,10,9,11,12,10
/player/231749/miguel-juan-llambrich/220069/,72,42,60,67,55,73,60,40,59,73,78,76,76,70,74,63,71,69,63,60,66,66,59,60,35,62,67,67,66,10,11,12,10,11
/player/236532/robin-koch/220069/,40,27,76,74,29,59,31,28,71,70,54,75,64,75,59,56,66,73,76,42,73,77,52,65,38,74,79,79,76,9,6,15,8,6
/player/250931/patrick-osterhage/220069/,48,47,70,75,41,73,55,39,69,73,67,69,68,64,67,56,69,60,66,50,56,64,54,69,42,60,63,68,59,12,5,12,6,6
/player/205878/stefanos-kapino/220069/,12,13,12,26,19,14,14,18,27,29,41,42,55,70,45,50,74,38,70,19,23,14,3,45,26,55,24,11,14,73,67,66,71,77
/player/204024/christoph-kramer/220069/,61,48,61,78,58,72,54,58,73,77,52,38,55,80,54,54,51,87,71,43,74,80,70,70,47,76,82,76,72,8,13,9,6,8
/player/200215/sebastian-rode/220069/,67,61,64,76,55,70,56,52,74,76,69,52,67,77,74,73,76,70,72,68,84,79,70,72,51,78,78,77,76,9,8,14,7,11
/player/190243/marwin-hitz/220069/,12,27,18,29,26,13,15,17,33,17,40,46,41,73,31,59,67,38,78,12,25,23,8,25,22,44,13,15,14,81,73,79,77,79
/player/246763/ki-jana-hoever/220069/,64,34,53,65,40,64,56,60,55,63,73,75,67,61,64,42,71,59,62,39,64,64,45,53,43,67,62,65,59,15,8,5,14,12
/player/235883/ryan-sessegnon/220069/,77,68,55,76,55,76,71,31,65,78,85,80,79,73,84,67,66,76,60,55,67,68,76,74,61,76,69,71,64,6,11,7,8,7
/player/211117/dele-alli/220069/,72,80,78,80,77,81,76,60,77,82,67,68,75,77,68,76,71,77,75,72,68,62,80,78,80,83,64,65,62,7,6,9,11,8
/player/265459/tyler-morton/220069/,52,40,57,69,41,67,50,50,66,69,67,63,61,60,70,55,61,62,50,48,70,58,60,61,57,70,56,64,61,12,13,5,13,12
/player/237681/takefusa-kubo/220069/,61,70,39,73,57,85,68,72,58,81,89,74,86,65,83,66,54,76,52,60,43,29,68,72,61,70,40,43,48,6,7,15,10,10
/player/234933/aleksandar-sedlar/220069/,33,50,65,64,25,31,24,22,56,58,54,46,69,69,65,49,83,74,79,26,77,68,25,47,69,63,73,72,70,14,9,12,12,5
/player/263880/julen-agirrezabala/220069/,16,7,5,27,15,13,7,9,35,25,28,36,30,58,35,49,54,26,57,10,24,12,6,35,13,30,10,13,12,62,64,65,70,68
/player/183277/eden-hazard/220069/,77,78,61,85,82,89,83,79,81,87,85,82,86,78,89,82,55,76,61,77,54,41,83,84,87,88,34,27,22,11,12,6,8,8
/player/211879/janik-haberer/220069/,59,58,54,75,58,74,69,55,72,76,62,60,68,74,57,75,59,77,65,62,67,71,69,75,61,66,59,63,58,14,16,10,15,13
/player/234171/roland-sallai/220069/,75,73,51,76,67,80,55,45,63,79,75,68,76,74,74,69,64,62,61,64,59,39,76,74,62,65,32,37,38,7,5,11,14,9
/player/206225/denis-cheryshev/220069/,80,69,58,72,69,73,76,61,74,77,73,76,73,75,69,79,72,68,67,79,62,63,75,76,64,70,50,59,55,16,7,14,7,8
/player/246172/samuel-chukwueze/220069/,69,73,44,69,70,87,71,58,56,80,91,84,86,72,80,76,67,70,63,74,47,33,75,68,55,72,40,32,33,13,7,9,7,6
/player/204259/santiago-arias/220069/,78,51,70,75,43,74,47,54,72,77,75,76,77,79,74,56,81,79,67,50,80,77,70,64,56,76,76,77,76,14,7,14,15,16
/player/233061/mathias-pereira-lage/220069/,71,68,67,71,71,71,72,64,69,71,76,75,79,61,74,75,85,81,65,73,31,61,69,71,66,67,46,52,45,9,15,5,11,6
/player/192242/paul-lasne/220069/,69,55,64,75,69,72,72,60,74,74,55,48,62,69,63,74,68,67,75,69,72,71,64,73,59,69,70,74,71,8,8,6,7,7
/player/241095/nikola-vlasic/220069/,71,74,65,78,71,82,70,72,74,80,81,82,78,76,88,80,55,76,70,81,68,26,76,77,66,77,54,52,37,6,14,15,9,14
/player/172203/fraser-forster/220069/,19,13,13,27,19,20,10,19,19,33,26,35,44,70,42,48,69,29,80,12,44,22,13,48,22,54,11,13,12,76,71,64,75,80
/player/216325/angus-gunn/220069/,14,15,14,32,19,20,20,15,41,27,48,49,40,67,42,51,71,31,66,17,28,18,9,51,25,49,20,16,14,73,70,68,69,74
/player/228295/rob-holding/220069/,50,30,72,75,27,64,33,30,66,69,55,58,54,78,61,48,76,68,78,27,75,78,40,57,38,74,77,81,78,14,11,10,14,13
/player/210896/morgan-sanson/220069/,74,71,65,78,72,76,76,68,78,76,75,69,78,76,68,79,76,73,73,72,73,71,74,78,68,77,68,74,71,6,16,16,9,9
/player/239837/alexis-mac-allister/220069/,79,77,61,77,71,74,83,81,76,78,73,68,71,74,72,76,64,68,63,80,51,45,76,77,77,74,65,54,51,7,10,14,15,10
/player/234472/mads-bech-sorensen/220069/,54,43,66,62,29,55,31,25,64,62,54,58,51,73,64,20,69,68,74,26,68,73,41,39,32,68,74,66,62,6,13,12,14,11
/player/169216/shane-long/220069/,72,68,75,62,67,73,54,37,49,70,83,78,69,72,72,73,92,51,62,64,80,42,75,63,72,67,31,27,24,11,13,10,11,10
/player/236316/yan-valery/220069/,66,42,59,64,34,72,55,41,57,66,75,69,66,68,67,69,69,75,71,64,75,70,59,57,41,64,65,75,69,12,14,7,11,14
/player/236461/jean-philippe-mateta/220069/,41,77,78,65,73,75,53,32,43,74,57,77,61,76,51,75,77,66,86,64,71,22,75,59,72,69,29,31,22,8,8,7,13,11
/player/208892/sam-byram/220069/,70,59,66,67,43,70,55,33,64,70,72,75,70,70,71,66,77,67,66,52,68,70,61,65,50,69,72,71,72,10,9,15,16,13
/player/170084/wayne-hennessey/220069/,11,12,14,29,10,8,12,11,41,23,40,41,48,66,51,58,41,29,68,10,21,22,14,58,17,55,13,18,13,76,74,77,74,71
/player/213750/ken-sema/220069/,72,63,37,71,61,74,67,72,64,73,76,79,72,68,77,77,49,67,70,68,64,64,70,72,44,62,60,66,59,7,11,10,16,7
/player/207948/bertrand-traore/220069/,73,75,66,74,72,82,79,73,68,86,77,79,88,69,59,73,75,69,65,68,60,54,73,74,69,74,40,40,37,11,7,7,13,12
/player/221479/dominic-calvert-lewin/220069/,65,82,89,72,73,76,64,54,47,80,76,89,72,81,65,79,91,78,83,65,78,35,84,64,77,76,38,31,23,12,12,8,7,11
/player/240311/luca-zidane/220069/,12,8,12,22,6,10,14,11,15,14,33,32,40,64,49,48,67,38,50,5,16,14,5,52,19,33,13,11,13,71,65,64,69,70
/player/215334/guido-carrillo/220069/,34,72,80,64,77,71,46,53,57,72,34,55,64,71,53,76,77,62,76,72,72,34,78,59,75,70,43,29,26,10,11,6,9,12
/player/237995/diego-lainez/220069/,72,64,48,75,64,81,67,50,64,77,85,73,89,67,91,61,59,61,49,65,61,39,71,67,66,74,50,54,51,14,13,14,7,9
/player/205201/okay-yokuslu/220069/,67,65,78,74,70,73,72,60,72,73,62,65,61,70,60,79,69,83,83,75,81,76,68,71,60,73,71,75,70,12,16,10,13,7
/player/194957/phil-jones/220069/,58,44,76,69,49,55,38,35,66,54,48,50,52,68,48,68,79,28,75,49,86,74,42,54,50,60,73,75,74,10,8,6,16,11
/player/186569/sven-ulreich/220069/,14,12,8,35,13,13,12,15,30,22,41,40,36,75,39,47,66,29,63,11,25,14,8,42,22,45,16,18,14,75,69,62,73,79
/player/256853/malik-tillman/220069/,39,68,61,59,51,63,44,32,43,65,68,66,65,62,66,70,62,58,58,60,43,14,59,55,58,56,12,15,16,9,11,11,12,9
/player/190520/tony-jantschke/220069/,63,35,66,70,37,62,43,40,69,67,61,68,66,75,68,48,83,66,72,44,68,77,45,53,51,78,74,73,73,11,6,7,6,13
/player/261306/issouf-sissokho/220069/,53,49,61,67,39,64,42,42,66,65,65,69,63,66,82,61,59,90,53,55,74,68,59,64,49,66,64,70,65,8,10,10,12,8
/player/206145/benjamin-uphoff/220069/,11,8,12,36,9,10,7,11,22,22,36,40,29,66,34,51,63,23,64,7,15,12,10,26,24,23,13,11,13,69,69,68,69,71
/player/229584/pascal-stenzel/220069/,62,55,63,74,39,65,62,35,69,68,55,65,61,68,65,75,66,75,62,61,73,72,52,57,49,67,71,72,71,13,11,10,11,8
/player/245822/dogan-alemdar/220069/,14,7,12,16,8,13,10,10,24,16,38,39,35,69,42,52,56,33,65,5,19,6,8,45,10,59,8,11,14,71,70,69,73,71
/player/215322/jonathan-silva/220069/,71,48,55,70,62,72,71,70,63,73,74,71,73,71,70,79,70,79,72,69,82,70,66,60,55,67,74,73,71,15,6,9,13,10
/player/262045/william-mikelbrencis/220069/,55,30,50,52,33,59,39,33,45,53,72,74,68,53,79,57,65,55,46,33,58,54,47,48,44,43,53,62,67,14,9,7,11,10
/player/183975/jean-armel-kana-biyik/220069/,36,20,70,60,30,56,24,19,57,59,62,55,54,69,56,44,80,69,82,38,73,70,35,48,39,71,70,69,68,15,13,15,13,8
/player/180739/eiji-kawashima/220069/,17,14,14,33,13,12,13,14,33,28,43,42,61,70,45,54,69,30,60,19,16,19,11,29,24,44,10,13,12,72,71,72,71,71
/player/266272/martin-adeline/220069/,58,51,53,70,38,69,49,45,67,69,66,63,59,59,71,65,62,56,52,57,62,54,56,62,54,50,51,62,58,9,10,8,11,15
/player/224258/kristoffer-ajer/220069/,55,57,74,73,41,72,58,42,64,74,67,78,48,66,34,64,56,71,90,47,78,73,54,50,49,75,74,76,76,9,9,14,7,10
/player/235794/eberechi-eze/220069/,70,71,49,78,55,82,71,68,69,80,77,77,82,73,80,68,67,77,68,72,58,49,72,76,69,79,36,57,40,10,12,9,14,10
/player/256743/abdoulaye-sylla/220069/,59,29,58,53,28,37,32,29,38,39,67,52,42,53,54,42,68,67,66,22,49,57,25,32,47,40,57,68,69,14,7,9,8,12
/player/206585/kepa-arrizabalaga/220069/,25,11,18,51,18,10,25,19,52,33,34,33,41,70,39,64,71,37,51,14,18,21,15,57,24,63,19,18,16,79,78,85,77,82
/player/244380/vitaliy-mykolenko/220069/,76,44,66,72,27,54,32,32,55,66,77,78,69,73,67,47,66,78,57,49,57,72,41,52,35,59,76,73,76,9,8,14,9,14
/player/204355/paul-dummett/220069/,63,41,71,70,33,65,54,52,68,70,65,64,61,73,74,42,75,64,70,35,72,75,56,52,43,64,75,75,77,15,11,13,11,13
/player/242217/edo-kayembe/220069/,53,52,64,73,56,65,57,55,68,69,70,74,63,66,69,78,80,79,79,69,71,68,55,69,53,66,64,67,65,10,9,12,10,5
/player/257470/anthony-elanga/220069/,63,69,65,67,62,74,65,61,47,72,88,84,83,69,77,64,76,73,54,61,42,29,72,63,56,68,30,35,31,13,5,13,8,10
/player/265588/alexis-tibidi/220069/,52,64,61,60,54,67,48,36,45,68,77,76,69,58,55,60,58,54,63,51,33,24,61,58,45,55,16,21,16,8,7,11,6,12
/player/213134/levin-oztunali/220069/,67,65,54,67,64,76,77,72,63,73,79,74,74,72,68,74,66,68,73,70,57,54,71,68,58,69,43,48,49,10,16,13,15,9
/player/211891/andreas-voglsammer/220069/,64,72,71,68,65,68,69,68,53,71,74,85,65,72,76,85,85,66,84,71,82,31,72,69,69,69,39,34,23,12,9,7,14,8
/player/206198/dominique-heintz/220069/,47,23,73,66,26,58,55,32,65,62,52,64,43,71,48,49,63,66,86,56,77,72,45,61,41,68,72,75,75,14,15,7,9,15
/player/229487/lukas-klunter/220069/,65,49,70,66,25,66,38,29,63,68,83,87,71,67,65,52,64,74,68,25,62,70,48,52,49,63,70,72,72,10,5,12,14,6
/player/226861/sada-thioub/220069/,70,70,54,70,68,73,69,61,63,73,76,78,65,69,76,71,52,67,80,74,55,54,70,65,67,66,55,48,33,8,12,7,16,13
/player/266425/abdoulaye-bakayoko/220069/,31,29,57,57,34,51,37,27,40,56,72,81,49,59,57,55,65,59,67,23,68,59,33,39,41,53,61,67,65,14,13,13,12,14
/player/251223/ricardo-pepi/220069/,25,74,69,65,62,65,59,51,57,69,67,65,62,71,56,70,65,75,70,53,32,41,74,52,66,67,34,30,24,11,14,9,10,10
/player/248478/diant-ramaj/220069/,10,7,11,23,8,12,12,11,24,15,23,25,27,45,38,50,45,26,63,9,22,12,7,32,17,30,9,9,10,66,63,67,63,65
/player/204077/mbaye-niang/220069/,65,75,68,68,72,74,70,66,58,74,68,75,69,68,63,87,71,50,82,74,52,30,75,71,75,74,30,24,20,4,6,4,4,4
/player/231041/casimir-ninga/220069/,68,66,62,63,71,70,65,53,55,68,85,87,66,67,56,79,78,78,75,72,66,24,68,63,70,65,21,25,23,6,11,9,15,9
/player/213296/nabil-bentaleb/220069/,65,63,56,77,67,80,69,62,73,80,60,55,75,68,70,82,82,67,74,76,75,70,64,78,83,73,69,69,61,9,10,16,9,15
/player/239635/karol-fila/220069/,65,47,57,66,41,61,60,39,55,67,79,81,74,60,67,49,55,75,70,42,58,63,56,62,48,48,59,67,64,8,12,6,7,9
/player/245855/dylan-chambost/220069/,65,65,58,71,59,66,58,54,68,70,69,64,69,62,68,68,61,73,68,65,58,56,64,70,60,70,48,58,51,11,11,8,11,10
/player/236529/steven-alzate/220069/,65,61,45,74,50,76,61,22,67,73,71,70,78,70,79,60,57,73,68,59,64,67,65,72,55,72,62,66,61,9,6,6,7,6
/player/186146/danny-welbeck/220069/,69,75,78,66,68,73,61,62,64,76,70,75,70,71,61,76,79,50,70,63,75,32,77,70,68,75,43,38,33,9,10,6,12,16
/player/219391/gonzalo-escalante/220069/,68,66,63,77,59,69,63,52,76,77,66,66,63,72,70,79,74,77,71,63,83,75,64,70,64,80,73,75,75,10,12,7,12,11
/player/172553/jonas-lossl/220069/,14,12,17,33,11,15,14,13,48,20,29,34,32,64,30,52,51,35,70,15,17,20,10,57,12,56,20,13,15,72,72,69,69,71
/player/261202/nassim-chadli/220069/,55,64,54,58,56,70,67,41,49,71,71,69,72,52,68,60,61,52,55,55,42,23,54,62,62,65,20,23,20,5,11,5,13,7
/player/252594/isaac-lihadji/220069/,63,61,33,67,52,75,62,56,55,73,81,77,78,65,77,61,34,57,47,59,34,23,64,65,61,68,22,28,27,10,7,7,10,13
/player/265545/baptiste-mouazan/220069/,50,42,56,69,38,58,43,45,60,57,60,63,58,56,57,61,55,55,52,41,65,49,36,46,56,43,55,60,62,10,14,8,15,10
/player/190324/christian-kabasele/220069/,47,49,72,65,52,57,34,27,57,64,52,72,52,73,51,57,83,65,80,44,76,74,50,36,53,64,76,72,73,14,11,6,14,16
/player/215699/youssouf-sabaly/220069/,74,43,55,73,37,71,59,38,60,69,77,78,73,73,82,53,70,77,68,44,67,75,72,45,43,70,75,75,73,9,11,8,15,11
/player/193105/alphonse-areola/220069/,20,19,14,48,16,15,16,16,37,22,56,54,58,75,58,56,72,38,80,14,26,23,17,51,25,64,13,18,12,85,79,75,78,84
/player/193165/jesus-corona/220069/,78,66,70,80,74,85,81,67,70,84,85,81,89,81,87,66,71,84,39,63,73,75,79,81,68,86,72,74,72,11,6,10,14,9
/player/201269/frederik-ronnow/220069/,14,9,12,25,7,13,16,7,30,12,48,45,34,74,40,50,63,32,67,13,17,12,14,48,17,31,15,11,13,76,70,67,72,77
/player/189433/benjamin-hubner/220069/,47,20,80,63,45,58,40,42,64,59,42,34,43,74,46,52,61,34,80,22,76,78,41,51,50,71,79,78,77,16,8,7,8,16
/player/204366/jurgen-locadia/220069/,56,65,60,68,70,71,65,74,63,74,68,72,66,71,62,83,61,67,80,66,66,37,70,69,69,66,29,34,31,10,7,8,13,10
/player/225147/connor-roberts/220069/,74,51,57,72,48,69,45,47,58,71,79,78,71,68,70,60,67,91,68,56,69,70,61,62,41,62,69,73,69,6,12,8,12,13
/player/231554/james-justin/220069/,73,53,65,72,42,73,60,60,65,74,78,85,72,74,70,54,64,77,68,40,66,70,66,67,43,66,73,77,75,13,7,6,5,14
/player/201417/matt-doherty/220069/,79,64,74,78,46,73,64,45,71,77,69,68,67,76,67,76,82,77,72,63,76,73,75,70,48,71,71,77,75,15,8,12,11,9
/player/225953/steven-bergwijn/220069/,76,76,60,79,76,84,78,65,64,82,87,85,79,79,89,84,68,74,75,80,54,34,78,78,68,76,52,36,32,11,14,12,14,13
